Customer_ID,Modelo,Revisiones,Prob_Churn,Riesgo,Valor,C_n,Costes_op,Margen_bruto,CLTV,Accion,Descuento,Inversion_accion,Margen_neto,Margen_neto_pct,ROI,Revenue_at_Risk
100132,I,0,0.0613,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,138.98303800000002
75168,I,0,0.0481,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,109.055206
105345,B,0,0.4207,Medio,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Fidelizacion Activa,42.21,62.21,210.76,0.7489,1.2873943095965277,660.402239
102875,E,0,0.157,Bajo,Alto,335.5,20.13,315.37,1925.37,Mantenimiento Preventivo,26.84,36.84,278.53,0.8302,3.780266015200868,302.28308999999996
101134,C,0,0.3289,Medio,Bajo,303.6,18.216,285.384,1742.3,Fidelizacion Activa,45.54,65.54,219.84,0.7241,1.2746292340555385,573.04247
105486,H,0,0.1275,Bajo,Alto,388.3,23.298,365.002,2228.37,Mantenimiento Preventivo,31.06,41.06,323.94,0.8342,3.9447150511446663,284.117175
105094,B,0,0.0643,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,100.93621099999999
107483,I,0,0.0816,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,185.00841600000004
107359,I,0,0.0509,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,115.40353400000001
106203,I,0,0.0951,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,215.61642600000002
100319,J,0,0.1676,Bajo,Alto,429.00000000000006,38.61000000000001,390.39000000000004,2383.37,Mantenimiento Preventivo,34.32,44.32,346.07,0.8067,3.9042193140794224,399.452812
107409,B,0,0.0905,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,142.06418499999998
107616,D,0,0.448,Medio,Alto,319.0,19.14,299.86,1830.68,Fidelizacion Activa,47.85,67.85,232.01,0.7273,1.2993927781871777,820.1446400000001
72134,D,0,0.4158,Medio,Alto,319.0,19.14,299.86,1830.68,Fidelizacion Activa,47.85,67.85,232.01,0.7273,1.2993927781871777,761.1967440000001
103387,B,0,0.5178,Alto,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Retencion Estandar,61.91,96.91,176.06,0.6256,0.7266948715302859,812.826906
101757,I,0,0.0229,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,51.92025400000001
106706,I,0,0.0477,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,108.14830200000002
105668,A,0,0.5898,Alto,Bajo,267.5,8.025,259.475,1492.17,Retencion Estandar,58.85,93.85,165.63,0.6192,0.7059350026638253,880.081866
106392,I,0,0.09,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,204.0534
102620,B,0,0.3441,Medio,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Fidelizacion Activa,42.21,62.21,210.76,0.7489,1.2873943095965277,540.157857
104717,B,0,0.3476,Medio,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Fidelizacion Activa,42.21,62.21,210.76,0.7489,1.2873943095965277,545.652052
108026,A,0,0.564,Alto,Bajo,267.5,8.025,259.475,1492.17,Retencion Estandar,58.85,93.85,165.63,0.6192,0.7059350026638253,841.5838799999999
107107,B,0,0.3408,Medio,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Fidelizacion Activa,42.21,62.21,210.76,0.7489,1.2873943095965277,534.977616
105003,I,0,0.074,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,167.77724
106470,B,0,0.2118,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,332.477286
101583,I,0,0.0679,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,153.94695400000003
108389,I,0,0.0985,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,223.32511000000002
105007,I,0,0.0525,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,119.03115000000001
106124,B,0,0.4661,Medio,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Fidelizacion Activa,42.21,62.21,210.76,0.7489,1.2873943095965277,731.669797
106655,D,0,0.3332,Medio,Alto,319.0,19.14,299.86,1830.68,Fidelizacion Activa,47.85,67.85,232.01,0.7273,1.2993927781871777,609.982576
86004,D,0,0.3635,Medio,Alto,319.0,19.14,299.86,1830.68,Fidelizacion Activa,47.85,67.85,232.01,0.7273,1.2993927781871777,665.45218
106139,D,0,0.5016,Alto,Alto,319.0,19.14,299.86,1830.68,Retencion Premium,95.7,145.7,154.16,0.4833,0.4443870967741935,918.2690880000001
101996,J,0,0.3018,Medio,Alto,429.00000000000006,38.61000000000001,390.39000000000004,2383.37,Fidelizacion Activa,64.35,84.35,306.04,0.7134,1.378721991701245,719.301066
103818,A,0,0.4513,Medio,Bajo,267.5,8.025,259.475,1492.17,Fidelizacion Activa,40.12,60.12,199.35,0.7452,1.2600299401197605,673.416321
107029,I,0,0.0445,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,100.89307000000001
104510,D,0,0.129,Bajo,Alto,319.0,19.14,299.86,1830.68,Mantenimiento Preventivo,25.52,35.52,264.34,0.8287,3.7210022522522515,236.15772
103545,I,0,0.0426,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,96.58527600000001
103053,J,0,0.0926,Bajo,Alto,429.00000000000006,38.61000000000001,390.39000000000004,2383.37,Mantenimiento Preventivo,34.32,44.32,346.07,0.8067,3.9042193140794224,220.700062
38591,H,0,0.202,Bajo,Alto,388.3,23.298,365.002,2228.37,Mantenimiento Preventivo,31.06,41.06,323.94,0.8342,3.9447150511446663,450.13074
70893,C,0,0.4819,Medio,Bajo,303.6,18.216,285.384,1742.3,Fidelizacion Activa,45.54,65.54,219.84,0.7241,1.2746292340555385,839.61437
104157,D,0,0.1186,Bajo,Alto,319.0,19.14,299.86,1830.68,Mantenimiento Preventivo,25.52,35.52,264.34,0.8287,3.7210022522522515,217.118648
103498,A,0,0.7109,Alto,Bajo,267.5,8.025,259.475,1492.17,Retencion Estandar,58.85,93.85,165.63,0.6192,0.7059350026638253,1060.783653
102950,B,0,0.5962,Alto,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Retencion Estandar,61.91,96.91,176.06,0.6256,0.7266948715302859,935.8968739999999
100045,I,0,0.0798,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,180.927348
100870,B,0,0.6391,Alto,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Retencion Estandar,61.91,96.91,176.06,0.6256,0.7266948715302859,1003.240007
103470,A,0,0.5323,Alto,Bajo,267.5,8.025,259.475,1492.17,Retencion Estandar,58.85,93.85,165.63,0.6192,0.7059350026638253,794.282091
103614,I,0,0.0712,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,161.42891200000003
101168,H,0,0.1842,Bajo,Alto,388.3,23.298,365.002,2228.37,Mantenimiento Preventivo,31.06,41.06,323.94,0.8342,3.9447150511446663,410.465754
30408,D,0,0.4972,Medio,Alto,319.0,19.14,299.86,1830.68,Fidelizacion Activa,47.85,67.85,232.01,0.7273,1.2993927781871777,910.214096
100865,A,0,0.5702,Alto,Bajo,267.5,8.025,259.475,1492.17,Retencion Estandar,58.85,93.85,165.63,0.6192,0.7059350026638253,850.8353340000001
103567,B,0,0.3483,Medio,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Fidelizacion Activa,42.21,62.21,210.76,0.7489,1.2873943095965277,546.750891
102429,I,0,0.0642,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,145.558092
91619,I,0,0.0843,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,191.130018
108161,I,0,0.0831,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,188.40930600000002
102611,I,0,0.0519,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,117.67079400000001
106155,D,0,0.3507,Medio,Alto,319.0,19.14,299.86,1830.68,Fidelizacion Activa,47.85,67.85,232.01,0.7273,1.2993927781871777,642.019476
106813,I,0,0.0377,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,85.475702
100605,I,0,0.0251,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,56.908226000000006
107494,I,0,0.1181,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,267.76340600000003
91168,B,0,0.6907,Alto,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Retencion Estandar,61.91,96.91,176.06,0.6256,0.7266948715302859,1084.240139
16051,D,0,0.4486,Medio,Alto,319.0,19.14,299.86,1830.68,Fidelizacion Activa,47.85,67.85,232.01,0.7273,1.2993927781871777,821.243048
105998,I,0,0.0765,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,173.44539
103287,I,0,0.0818,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,185.461868
28849,I,0,0.0387,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,87.742962
80092,A,0,0.5056,Alto,Bajo,267.5,8.025,259.475,1492.17,Retencion Estandar,58.85,93.85,165.63,0.6192,0.7059350026638253,754.4411520000001
104736,I,0,0.1327,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,300.8654020000001
105694,B,0,0.7006,Alto,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Retencion Estandar,61.91,96.91,176.06,0.6256,0.7266948715302859,1099.780862
107893,B,0,0.429,Medio,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Fidelizacion Activa,42.21,62.21,210.76,0.7489,1.2873943095965277,673.43133
100239,C,0,0.3763,Medio,Bajo,303.6,18.216,285.384,1742.3,Fidelizacion Activa,45.54,65.54,219.84,0.7241,1.2746292340555385,655.6274900000001
67031,H,0,0.1478,Bajo,Alto,388.3,23.298,365.002,2228.37,Mantenimiento Preventivo,31.06,41.06,323.94,0.8342,3.9447150511446663,329.35308599999996
107487,I,0,0.0871,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,197.47834600000002
103581,C,0,0.2554,Bajo,Bajo,303.6,18.216,285.384,1742.3,Mantenimiento Preventivo,24.29,34.29,251.1,0.8271,3.661417322834646,444.98342
107964,B,0,0.2426,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,380.826202
102320,B,0,0.1206,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,189.31426199999999
107714,D,0,0.073,Bajo,Alto,319.0,19.14,299.86,1830.68,Mantenimiento Preventivo,25.52,35.52,264.34,0.8287,3.7210022522522515,133.63963999999999
105743,H,0,0.2448,Bajo,Alto,388.3,23.298,365.002,2228.37,Mantenimiento Preventivo,31.06,41.06,323.94,0.8342,3.9447150511446663,545.5049759999999
16135,C,0,0.3021,Medio,Bajo,303.6,18.216,285.384,1742.3,Fidelizacion Activa,45.54,65.54,219.84,0.7241,1.2746292340555385,526.3488299999999
100443,I,0,0.0686,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,155.53403600000001
101041,C,0,0.3975,Medio,Bajo,303.6,18.216,285.384,1742.3,Fidelizacion Activa,45.54,65.54,219.84,0.7241,1.2746292340555385,692.56425
107975,I,0,0.0587,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,133.088162
103961,I,0,0.0466,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,105.65431600000002
69741,D,0,0.6057,Alto,Alto,319.0,19.14,299.86,1830.68,Retencion Premium,95.7,145.7,154.16,0.4833,0.4443870967741935,1108.8428760000002
104487,A,0,0.4417,Medio,Bajo,267.5,8.025,259.475,1492.17,Fidelizacion Activa,40.12,60.12,199.35,0.7452,1.2600299401197605,659.091489
101518,J,0,0.0675,Bajo,Alto,429.00000000000006,38.61000000000001,390.39000000000004,2383.37,Mantenimiento Preventivo,34.32,44.32,346.07,0.8067,3.9042193140794224,160.877475
102149,B,0,0.3276,Medio,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Fidelizacion Activa,42.21,62.21,210.76,0.7489,1.2873943095965277,514.256652
103340,B,0,0.5784,Alto,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Retencion Estandar,61.91,96.91,176.06,0.6256,0.7266948715302859,907.954968
100801,I,0,0.0765,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,173.44539
102007,I,0,0.0846,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,191.81019600000002
102920,H,0,0.2488,Bajo,Alto,388.3,23.298,365.002,2228.37,Mantenimiento Preventivo,31.06,41.06,323.94,0.8342,3.9447150511446663,554.418456
104275,B,0,0.4002,Medio,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Fidelizacion Activa,42.21,62.21,210.76,0.7489,1.2873943095965277,628.221954
100859,B,0,0.1793,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,281.45976099999996
104042,I,0,0.0753,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,170.72467800000004
75803,I,0,0.0432,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,97.94563200000002
106225,B,0,0.181,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,284.12836999999996
103037,I,0,0.0883,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,200.19905800000004
102201,I,0,0.0928,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,210.40172800000002
106185,B,0,0.18,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,282.5586
102488,I,0,0.0311,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,70.511786
102586,B,0,0.3431,Medio,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Fidelizacion Activa,42.21,62.21,210.76,0.7489,1.2873943095965277,538.588087
7783,I,0,0.1137,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,257.787462
102483,C,0,0.3339,Medio,Bajo,303.6,18.216,285.384,1742.3,Fidelizacion Activa,45.54,65.54,219.84,0.7241,1.2746292340555385,581.75397
104937,H,0,0.1775,Bajo,Alto,388.3,23.298,365.002,2228.37,Mantenimiento Preventivo,31.06,41.06,323.94,0.8342,3.9447150511446663,395.53567499999997
104819,J,0,0.085,Bajo,Alto,429.00000000000006,38.61000000000001,390.39000000000004,2383.37,Mantenimiento Preventivo,34.32,44.32,346.07,0.8067,3.9042193140794224,202.58645
20424,I,0,0.0362,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,82.07481200000001
107073,I,0,0.0848,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,192.26364800000002
101821,B,0,0.1865,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,292.762105
106229,A,0,0.5227,Alto,Bajo,267.5,8.025,259.475,1492.17,Retencion Estandar,58.85,93.85,165.63,0.6192,0.7059350026638253,779.9572590000001
100096,A,0,0.1686,Bajo,Bajo,267.5,8.025,259.475,1492.17,Mantenimiento Preventivo,21.4,31.4,228.08,0.8526,3.631847133757962,251.57986200000002
93265,D,0,0.0898,Bajo,Alto,319.0,19.14,299.86,1830.68,Mantenimiento Preventivo,25.52,35.52,264.34,0.8287,3.7210022522522515,164.39506400000002
104978,B,0,0.1255,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,197.006135
107051,D,0,0.0868,Bajo,Alto,319.0,19.14,299.86,1830.68,Mantenimiento Preventivo,25.52,35.52,264.34,0.8287,3.7210022522522515,158.90302400000002
101094,I,0,0.0613,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,138.98303800000002
11397,B,0,0.3554,Medio,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Fidelizacion Activa,42.21,62.21,210.76,0.7489,1.2873943095965277,557.896258
100205,D,0,0.0638,Bajo,Alto,319.0,19.14,299.86,1830.68,Mantenimiento Preventivo,25.52,35.52,264.34,0.8287,3.7210022522522515,116.797384
100961,D,0,0.4014,Medio,Alto,319.0,19.14,299.86,1830.68,Fidelizacion Activa,47.85,67.85,232.01,0.7273,1.2993927781871777,734.834952
106572,D,0,0.2994,Bajo,Alto,319.0,19.14,299.86,1830.68,Mantenimiento Preventivo,25.52,35.52,264.34,0.8287,3.7210022522522515,548.105592
75176,C,0,0.3734,Medio,Bajo,303.6,18.216,285.384,1742.3,Fidelizacion Activa,45.54,65.54,219.84,0.7241,1.2746292340555385,650.57482
2421,A,0,0.5509,Alto,Bajo,267.5,8.025,259.475,1492.17,Retencion Estandar,58.85,93.85,165.63,0.6192,0.7059350026638253,822.0364529999999
106904,A,0,0.1943,Bajo,Bajo,267.5,8.025,259.475,1492.17,Mantenimiento Preventivo,21.4,31.4,228.08,0.8526,3.631847133757962,289.928631
107999,A,0,0.4925,Medio,Bajo,267.5,8.025,259.475,1492.17,Fidelizacion Activa,40.12,60.12,199.35,0.7452,1.2600299401197605,734.893725
104640,B,0,0.0928,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,145.674656
105044,E,0,0.2568,Bajo,Alto,335.5,20.13,315.37,1925.37,Mantenimiento Preventivo,26.84,36.84,278.53,0.8302,3.780266015200868,494.4350159999999
100438,B,0,0.2026,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,318.035402
102986,I,0,0.0894,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,202.69304400000001
106791,B,0,0.0987,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,154.936299
26145,C,0,0.4617,Medio,Bajo,303.6,18.216,285.384,1742.3,Fidelizacion Activa,45.54,65.54,219.84,0.7241,1.2746292340555385,804.41991
107496,B,0,0.1092,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,171.41888400000002
101735,I,0,0.136,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,308.34736000000004
101324,A,0,0.1299,Bajo,Bajo,267.5,8.025,259.475,1492.17,Mantenimiento Preventivo,21.4,31.4,228.08,0.8526,3.631847133757962,193.83288299999998
106039,I,0,0.0588,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,133.314888
106774,A,0,0.1449,Bajo,Bajo,267.5,8.025,259.475,1492.17,Mantenimiento Preventivo,21.4,31.4,228.08,0.8526,3.631847133757962,216.21543300000002
100826,H,0,0.1391,Bajo,Alto,388.3,23.298,365.002,2228.37,Mantenimiento Preventivo,31.06,41.06,323.94,0.8342,3.9447150511446663,309.966267
104420,I,0,0.0563,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,127.64673800000001
107149,I,0,0.1319,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,299.051594
100697,I,0,0.0517,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,117.21734200000002
103309,B,0,0.1484,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,232.953868
108227,D,0,0.3902,Medio,Alto,319.0,19.14,299.86,1830.68,Fidelizacion Activa,47.85,67.85,232.01,0.7273,1.2993927781871777,714.331336
102103,B,0,0.6256,Alto,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Retencion Estandar,61.91,96.91,176.06,0.6256,0.7266948715302859,982.0481120000001
101469,B,0,0.155,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,243.31435
106251,I,0,0.0678,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,153.72022800000002
106575,B,0,0.4161,Medio,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Fidelizacion Activa,42.21,62.21,210.76,0.7489,1.2873943095965277,653.1812970000001
23677,B,0,0.6713,Alto,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Retencion Estandar,61.91,96.91,176.06,0.6256,0.7266948715302859,1053.786601
103023,J,0,0.0582,Bajo,Alto,429.00000000000006,38.61000000000001,390.39000000000004,2383.37,Mantenimiento Preventivo,34.32,44.32,346.07,0.8067,3.9042193140794224,138.712134
101813,A,0,0.6544,Alto,Bajo,267.5,8.025,259.475,1492.17,Retencion Estandar,58.85,93.85,165.63,0.6192,0.7059350026638253,976.476048
100159,H,0,0.1513,Bajo,Alto,388.3,23.298,365.002,2228.37,Mantenimiento Preventivo,31.06,41.06,323.94,0.8342,3.9447150511446663,337.15238099999993
101061,I,0,0.0687,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,155.760762
84279,B,0,0.1166,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,183.035182
106924,B,0,0.3147,Medio,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Fidelizacion Activa,42.21,62.21,210.76,0.7489,1.2873943095965277,494.00661899999994
7097,I,0,0.085,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,192.71710000000004
106264,B,0,0.5362,Alto,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Retencion Estandar,61.91,96.91,176.06,0.6256,0.7266948715302859,841.710674
105899,D,0,0.3798,Medio,Alto,319.0,19.14,299.86,1830.68,Fidelizacion Activa,47.85,67.85,232.01,0.7273,1.2993927781871777,695.292264
103411,I,0,0.0275,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,62.349650000000004
107791,J,0,0.0478,Bajo,Alto,429.00000000000006,38.61000000000001,390.39000000000004,2383.37,Mantenimiento Preventivo,34.32,44.32,346.07,0.8067,3.9042193140794224,113.925086
101044,I,0,0.0763,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,172.99193800000003
104389,B,0,0.4942,Medio,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Fidelizacion Activa,42.21,62.21,210.76,0.7489,1.2873943095965277,775.7803339999999
106052,B,0,0.0753,Bajo,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Mantenimiento Preventivo,22.51,32.51,240.45,0.8545,3.698092894494002,118.203681
108244,I,0,0.0985,Bajo,Alto,408.1,36.729000000000006,371.37100000000004,2267.26,Mantenimiento Preventivo,32.65,42.65,328.72,0.8055,3.8536928487690507,223.32511000000002
100437,B,0,0.4398,Medio,Bajo,281.41,8.442300000000001,272.96770000000004,1569.77,Fidelizacion Activa,42.21,62.21,210.76,0.7489,1.2873943095965277,690.384846
