Customer_ID,Modelo,Probabilidad_Churn,Prediccion_Churn,Riesgo
108161,I,0.0831,0,Bajo
102611,I,0.0519,0,Bajo
106155,D,0.3507,0,Medio
106813,I,0.0377,0,Bajo
100605,I,0.0251,0,Bajo
107494,I,0.1181,0,Bajo
91168,B,0.6907,1,Alto
16051,D,0.4486,0,Medio
105998,I,0.0765,0,Bajo
103287,I,0.0818,0,Bajo
28849,I,0.0387,0,Bajo
80092,A,0.5056,1,Alto
104736,I,0.1327,0,Bajo
105694,B,0.7006,1,Alto
107893,B,0.429,0,Medio
100239,C,0.3763,0,Medio
67031,H,0.1478,0,Bajo
107487,I,0.0871,0,Bajo
103581,C,0.2554,0,Bajo
107964,B,0.2426,0,Bajo
102320,B,0.1206,0,Bajo
107714,D,0.073,0,Bajo
105743,H,0.2448,0,Bajo
16135,C,0.3021,0,Medio
100443,I,0.0686,0,Bajo
101041,C,0.3975,0,Medio
107975,I,0.0587,0,Bajo
103961,I,0.0466,0,Bajo
69741,D,0.6057,1,Alto
104487,A,0.4417,0,Medio
101518,J,0.0675,0,Bajo
102149,B,0.3276,0,Medio
103340,B,0.5784,1,Alto
100801,I,0.0765,0,Bajo
102007,I,0.0846,0,Bajo
102920,H,0.2488,0,Bajo
104275,B,0.4002,0,Medio
100859,B,0.1793,0,Bajo
104042,I,0.0753,0,Bajo
75803,I,0.0432,0,Bajo
106225,B,0.181,0,Bajo
103037,I,0.0883,0,Bajo
102201,I,0.0928,0,Bajo
106185,B,0.18,0,Bajo
102488,I,0.0311,0,Bajo
102586,B,0.3431,0,Medio
7783,I,0.1137,0,Bajo
102483,C,0.3339,0,Medio
104937,H,0.1775,0,Bajo
104819,J,0.085,0,Bajo
20424,I,0.0362,0,Bajo
107073,I,0.0848,0,Bajo
101821,B,0.1865,0,Bajo
106229,A,0.5227,1,Alto
100096,A,0.1686,0,Bajo
93265,D,0.0898,0,Bajo
104978,B,0.1255,0,Bajo
107051,D,0.0868,0,Bajo
101094,I,0.0613,0,Bajo
11397,B,0.3554,0,Medio
100205,D,0.0638,0,Bajo
100961,D,0.4014,0,Medio
106572,D,0.2994,0,Bajo
75176,C,0.3734,0,Medio
2421,A,0.5509,1,Alto
106904,A,0.1943,0,Bajo
107999,A,0.4925,0,Medio
104640,B,0.0928,0,Bajo
105044,E,0.2568,0,Bajo
100438,B,0.2026,0,Bajo
102986,I,0.0894,0,Bajo
106791,B,0.0987,0,Bajo
26145,C,0.4617,0,Medio
107496,B,0.1092,0,Bajo
101735,I,0.136,0,Bajo
101324,A,0.1299,0,Bajo
106039,I,0.0588,0,Bajo
106774,A,0.1449,0,Bajo
100826,H,0.1391,0,Bajo
104420,I,0.0563,0,Bajo
107149,I,0.1319,0,Bajo
100697,I,0.0517,0,Bajo
103309,B,0.1484,0,Bajo
108227,D,0.3902,0,Medio
102103,B,0.6256,1,Alto
101469,B,0.155,0,Bajo
106251,I,0.0678,0,Bajo
106575,B,0.4161,0,Medio
23677,B,0.6713,1,Alto
103023,J,0.0582,0,Bajo
101813,A,0.6544,1,Alto
100159,H,0.1513,0,Bajo
101061,I,0.0687,0,Bajo
84279,B,0.1166,0,Bajo
106924,B,0.3147,0,Medio
7097,I,0.085,0,Bajo
106264,B,0.5362,1,Alto
105899,D,0.3798,0,Medio
103411,I,0.0275,0,Bajo
107791,J,0.0478,0,Bajo
101044,I,0.0763,0,Bajo
104389,B,0.4942,0,Medio
106052,B,0.0753,0,Bajo
108244,I,0.0985,0,Bajo
100437,B,0.4398,0,Medio
104621,D,0.3248,0,Medio
101294,I,0.0495,0,Bajo
100249,B,0.2518,0,Bajo
100024,A,0.4943,0,Medio
100522,C,0.4627,0,Medio
103401,B,0.5133,1,Alto
104161,B,0.2123,0,Bajo
103689,D,0.0891,0,Bajo
100964,I,0.0798,0,Bajo
46112,B,0.4872,0,Medio
24874,C,0.0848,0,Bajo
74854,B,0.4146,0,Medio
101433,I,0.0719,0,Bajo
105869,D,0.2045,0,Bajo
27498,I,0.0898,0,Bajo
104694,B,0.3505,0,Medio
103321,A,0.6136,1,Alto
101929,I,0.0715,0,Bajo
105556,I,0.1448,0,Bajo
101054,I,0.0725,0,Bajo
100828,H,0.2719,0,Bajo
104195,B,0.2957,0,Bajo
103723,J,0.1526,0,Bajo
102354,B,0.4773,0,Medio
107849,C,0.1974,0,Bajo
106207,D,0.1055,0,Bajo
106696,B,0.2521,0,Bajo
98975,I,0.0566,0,Bajo
106974,A,0.5087,1,Alto
101852,H,0.2144,0,Bajo
103499,I,0.1022,0,Bajo
101236,I,0.0347,0,Bajo
101668,B,0.1956,0,Bajo
70434,B,0.32,0,Medio
107390,I,0.0564,0,Bajo
104137,A,0.5256,1,Alto
107620,I,0.0849,0,Bajo
103086,C,0.5442,1,Alto
50948,B,0.3342,0,Medio
105891,B,0.5357,1,Alto
103639,J,0.2216,0,Bajo
102744,I,0.0471,0,Bajo
106801,I,0.0448,0,Bajo
107827,B,0.1038,0,Bajo
100356,B,0.4531,0,Medio
106715,B,0.4717,0,Medio
36203,A,0.6177,1,Alto
106968,D,0.1029,0,Bajo
107352,D,0.1109,0,Bajo
101379,H,0.1323,0,Bajo
107139,I,0.0624,0,Bajo
100636,I,0.0648,0,Bajo
100532,B,0.1493,0,Bajo
108398,I,0.0761,0,Bajo
108497,B,0.1298,0,Bajo
105781,C,0.3797,0,Medio
101853,C,0.3199,0,Medio
31585,B,0.3841,0,Medio
100163,I,0.0405,0,Bajo
100562,J,0.2702,0,Bajo
104957,B,0.5424,1,Alto
103297,B,0.6109,1,Alto
101190,A,0.7353,1,Alto
107239,D,0.4945,0,Medio
33093,B,0.1847,0,Bajo
100066,D,0.3245,0,Medio
52517,A,0.2658,0,Bajo
100067,I,0.0481,0,Bajo
108049,D,0.189,0,Bajo
100341,I,0.0209,0,Bajo
106582,I,0.1117,0,Bajo
55351,A,0.3013,0,Medio
103027,B,0.0972,0,Bajo
74659,B,0.2486,0,Bajo
106845,A,0.6435,1,Alto
55368,C,0.5105,1,Alto
80442,D,0.0652,0,Bajo
105062,A,0.3963,0,Medio
102215,D,0.5018,1,Alto
106656,A,0.7033,1,Alto
104661,D,0.1419,0,Bajo
103912,A,0.6656,1,Alto
100919,D,0.114,0,Bajo
44405,C,0.1746,0,Bajo
108010,C,0.2889,0,Bajo
107564,A,0.7099,1,Alto
105232,I,0.0586,0,Bajo
46613,I,0.0432,0,Bajo
61737,B,0.2355,0,Bajo
106312,I,0.0822,0,Bajo
100640,B,0.6621,1,Alto
103452,B,0.5106,1,Alto
101358,I,0.0655,0,Bajo
101609,B,0.5973,1,Alto
102713,B,0.5501,1,Alto
86207,B,0.4479,0,Medio
21665,A,0.5718,1,Alto
107854,I,0.122,0,Bajo
105041,B,0.3445,0,Medio
105169,D,0.1783,0,Bajo
23577,I,0.0414,0,Bajo
101053,I,0.0433,0,Bajo
106433,B,0.0972,0,Bajo
104831,I,0.0363,0,Bajo
79878,C,0.4568,0,Medio
100476,A,0.6186,1,Alto
76699,A,0.5623,1,Alto
103524,B,0.1429,0,Bajo
102387,I,0.075,0,Bajo
104905,B,0.457,0,Medio
105863,I,0.0565,0,Bajo
107128,B,0.0758,0,Bajo
102407,H,0.156,0,Bajo
103277,B,0.382,0,Medio
106505,B,0.3301,0,Medio
103241,B,0.1639,0,Bajo
108206,B,0.4653,0,Medio
104158,B,0.5071,1,Alto
103021,I,0.0963,0,Bajo
66578,B,0.1378,0,Bajo
107054,I,0.0717,0,Bajo
104775,B,0.4862,0,Medio
101474,B,0.3788,0,Medio
105167,B,0.0688,0,Bajo
100603,I,0.0325,0,Bajo
104256,C,0.1478,0,Bajo
105910,B,0.2844,0,Bajo
103841,B,0.4698,0,Medio
104140,B,0.6044,1,Alto
31515,B,0.1106,0,Bajo
20628,D,0.0581,0,Bajo
103480,A,0.523,1,Alto
88618,J,0.293,0,Bajo
102506,E,0.4221,0,Medio
102232,A,0.601,1,Alto
108437,A,0.4549,0,Medio
106399,B,0.5181,1,Alto
106099,B,0.6033,1,Alto
108314,D,0.2899,0,Bajo
90727,A,0.5621,1,Alto
75342,C,0.4923,0,Medio
107568,B,0.454,0,Medio
104112,I,0.0355,0,Bajo
7097,D,0.2908,0,Bajo
103117,I,0.0974,0,Bajo
107319,C,0.1966,0,Bajo
103217,A,0.5387,1,Alto
107270,B,0.0934,0,Bajo
107342,B,0.5966,1,Alto
104639,I,0.0569,0,Bajo
106431,A,0.5808,1,Alto
100689,B,0.2982,0,Bajo
108332,A,0.5428,1,Alto
107741,B,0.6094,1,Alto
104524,I,0.0173,0,Bajo
108253,B,0.2873,0,Bajo
58014,I,0.0565,0,Bajo
103608,B,0.1208,0,Bajo
106828,D,0.1536,0,Bajo
100298,I,0.0291,0,Bajo
105647,A,0.3286,0,Medio
106043,A,0.5521,1,Alto
104633,I,0.0719,0,Bajo
101183,B,0.1051,0,Bajo
100548,E,0.3871,0,Medio
105606,A,0.7017,1,Alto
101467,J,0.0631,0,Bajo
106893,A,0.3479,0,Medio
107915,B,0.3094,0,Medio
107472,B,0.1085,0,Bajo
107805,C,0.2709,0,Bajo
78601,C,0.5461,1,Alto
100511,B,0.3335,0,Medio
107998,B,0.1145,0,Bajo
104707,A,0.0996,0,Bajo
105465,I,0.0677,0,Bajo
104866,I,0.0463,0,Bajo
104298,J,0.2373,0,Bajo
101898,A,0.5633,1,Alto
102075,H,0.2056,0,Bajo
105800,J,0.0481,0,Bajo
101244,D,0.3637,0,Medio
105784,I,0.0702,0,Bajo
100582,D,0.435,0,Medio
101129,B,0.1691,0,Bajo
102540,I,0.0801,0,Bajo
102978,I,0.1056,0,Bajo
107957,B,0.1569,0,Bajo
101874,B,0.2847,0,Bajo
102592,I,0.0452,0,Bajo
47665,D,0.3842,0,Medio
107866,A,0.4887,0,Medio
100549,I,0.0854,0,Bajo
106964,C,0.4189,0,Medio
104066,B,0.3477,0,Medio
102693,B,0.2574,0,Bajo
105376,A,0.6723,1,Alto
100020,A,0.6296,1,Alto
100178,A,0.4334,0,Medio
107344,C,0.6627,1,Alto
66861,C,0.3622,0,Medio
105610,C,0.4519,0,Medio
105381,J,0.3359,0,Medio
102479,A,0.6522,1,Alto
97887,B,0.1894,0,Bajo
81987,I,0.0985,0,Bajo
100087,I,0.0738,0,Bajo
106196,B,0.5529,1,Alto
102240,B,0.2365,0,Bajo
102718,I,0.0345,0,Bajo
103633,H,0.1575,0,Bajo
106982,C,0.0912,0,Bajo
107826,A,0.4688,0,Medio
106508,I,0.0242,0,Bajo
102124,I,0.071,0,Bajo
105203,A,0.5366,1,Alto
106182,C,0.3488,0,Medio
102990,A,0.4499,0,Medio
106168,A,0.5072,1,Alto
100151,H,0.2166,0,Bajo
5004,B,0.6558,1,Alto
100043,A,0.5556,1,Alto
105906,I,0.0921,0,Bajo
102538,C,0.1525,0,Bajo
108453,C,0.0683,0,Bajo
32296,I,0.0357,0,Bajo
101570,D,0.4051,0,Medio
107673,C,0.5358,1,Alto
106219,A,0.5414,1,Alto
102590,D,0.1874,0,Bajo
6545,A,0.6494,1,Alto
100175,B,0.3869,0,Medio
55094,D,0.402,0,Medio
4492,D,0.1367,0,Bajo
105179,B,0.5803,1,Alto
101577,D,0.5842,1,Alto
104054,D,0.1464,0,Bajo
100050,D,0.1767,0,Bajo
103396,B,0.1083,0,Bajo
102186,I,0.0513,0,Bajo
102750,B,0.1629,0,Bajo
107325,I,0.0751,0,Bajo
100138,A,0.504,1,Alto
100336,A,0.6855,1,Alto
107444,I,0.0414,0,Bajo
101698,B,0.1789,0,Bajo
103704,B,0.4949,0,Medio
101091,D,0.1643,0,Bajo
108018,I,0.1109,0,Bajo
102832,H,0.1419,0,Bajo
100451,C,0.3936,0,Medio
103420,J,0.2786,0,Bajo
105036,A,0.2119,0,Bajo
107692,D,0.1493,0,Bajo
102626,A,0.634,1,Alto
103976,B,0.4603,0,Medio
103729,I,0.0392,0,Bajo
106096,B,0.1594,0,Bajo
103642,J,0.2452,0,Bajo
100007,C,0.5759,1,Alto
76116,I,0.0593,0,Bajo
104136,B,0.2648,0,Bajo
104756,H,0.2538,0,Bajo
107763,K,0.2343,0,Bajo
42177,I,0.1539,0,Bajo
108329,I,0.1169,0,Bajo
107865,B,0.2605,0,Bajo
107456,I,0.0924,0,Bajo
104817,I,0.1318,0,Bajo
63362,I,0.1393,0,Bajo
100599,C,0.167,0,Bajo
103647,A,0.7036,1,Alto
100108,B,0.1641,0,Bajo
106369,I,0.0766,0,Bajo
101299,A,0.6518,1,Alto
103692,I,0.1425,0,Bajo
100260,H,0.1667,0,Bajo
49134,D,0.1435,0,Bajo
107626,D,0.6048,1,Alto
104669,A,0.4075,0,Medio
35475,B,0.5721,1,Alto
11732,D,0.464,0,Medio
103248,B,0.5038,1,Alto
102522,B,0.617,1,Alto
107896,H,0.2024,0,Bajo
103357,I,0.0327,0,Bajo
101512,C,0.3829,0,Medio
106879,C,0.4542,0,Medio
108209,I,0.1325,0,Bajo
78080,I,0.1933,0,Bajo
103373,A,0.5395,1,Alto
102166,C,0.2494,0,Bajo
103196,B,0.1485,0,Bajo
103448,B,0.3582,0,Medio
108264,D,0.0831,0,Bajo
105594,I,0.1226,0,Bajo
104499,D,0.3069,0,Medio
101940,B,0.4489,0,Medio
106273,I,0.0269,0,Bajo
104709,B,0.3202,0,Medio
101543,B,0.1835,0,Bajo
107925,C,0.391,0,Medio
107584,H,0.3807,0,Medio
103104,B,0.6197,1,Alto
107948,I,0.0347,0,Bajo
104109,A,0.098,0,Bajo
103434,A,0.6804,1,Alto
23676,B,0.2972,0,Bajo
106425,I,0.1317,0,Bajo
104700,K,0.2208,0,Bajo
76904,C,0.405,0,Medio
107082,I,0.0321,0,Bajo
105664,J,0.2412,0,Bajo
101332,I,0.0475,0,Bajo
106841,A,0.1116,0,Bajo
81422,A,0.6944,1,Alto
107112,B,0.4639,0,Medio
101081,J,0.0458,0,Bajo
108021,H,0.1932,0,Bajo
107153,I,0.0911,0,Bajo
101982,J,0.0543,0,Bajo
103518,E,0.3897,0,Medio
108478,A,0.2313,0,Bajo
105229,A,0.5293,1,Alto
106936,B,0.2405,0,Bajo
100359,A,0.5387,1,Alto
5381,I,0.0457,0,Bajo
103043,D,0.5573,1,Alto
104011,C,0.0567,0,Bajo
105779,I,0.0591,0,Bajo
84150,I,0.07,0,Bajo
107572,I,0.1362,0,Bajo
103613,I,0.0954,0,Bajo
105571,A,0.464,0,Medio
105435,I,0.0992,0,Bajo
100598,A,0.3342,0,Medio
101995,C,0.3833,0,Medio
102367,D,0.2845,0,Bajo
49835,D,0.3046,0,Medio
77341,D,0.3396,0,Medio
103931,B,0.1396,0,Bajo
105587,H,0.2374,0,Bajo
105491,B,0.5252,1,Alto
101912,D,0.0656,0,Bajo
105109,I,0.0775,0,Bajo
107619,B,0.2832,0,Bajo
103167,A,0.6481,1,Alto
106666,B,0.2434,0,Bajo
101348,E,0.4457,0,Medio
106209,B,0.5071,1,Alto
107152,B,0.0558,0,Bajo
105931,B,0.2728,0,Bajo
106949,A,0.3762,0,Medio
102940,B,0.2084,0,Bajo
102214,B,0.5485,1,Alto
106711,I,0.0208,0,Bajo
107530,B,0.6617,1,Alto
103229,B,0.2208,0,Bajo
104352,B,0.3894,0,Medio
102848,A,0.3578,0,Medio
101834,I,0.0223,0,Bajo
105531,D,0.3259,0,Medio
6002,A,0.4066,0,Medio
104844,D,0.4519,0,Medio
100989,B,0.105,0,Bajo
103295,H,0.1923,0,Bajo
11136,I,0.0898,0,Bajo
104884,D,0.3937,0,Medio
105086,B,0.2423,0,Bajo
107394,A,0.601,1,Alto
104701,D,0.1642,0,Bajo
102198,I,0.0755,0,Bajo
102807,B,0.2458,0,Bajo
104540,D,0.224,0,Bajo
105405,C,0.0694,0,Bajo
100431,A,0.5458,1,Alto
101815,H,0.2721,0,Bajo
108266,A,0.5181,1,Alto
103654,D,0.3784,0,Medio
105499,B,0.1,0,Bajo
2670,B,0.3093,0,Medio
106258,C,0.3094,0,Medio
103391,A,0.4663,0,Medio
104913,D,0.0871,0,Bajo
103950,A,0.3286,0,Medio
106701,I,0.1384,0,Bajo
104131,B,0.0606,0,Bajo
105115,J,0.2012,0,Bajo
101490,I,0.1019,0,Bajo
102944,B,0.6334,1,Alto
102547,I,0.0546,0,Bajo
107647,B,0.6421,1,Alto
104832,I,0.0409,0,Bajo
102510,I,0.0703,0,Bajo
100450,B,0.6777,1,Alto
104346,D,0.2481,0,Bajo
102728,B,0.2857,0,Bajo
106606,B,0.1259,0,Bajo
107008,I,0.0944,0,Bajo
100487,A,0.5924,1,Alto
18590,B,0.2523,0,Bajo
105227,C,0.1413,0,Bajo
106193,A,0.4698,0,Medio
106760,B,0.6648,1,Alto
104599,I,0.0373,0,Bajo
1117,D,0.5636,1,Alto
104013,B,0.427,0,Medio
7120,B,0.2102,0,Bajo
104728,I,0.0279,0,Bajo
66614,I,0.072,0,Bajo
104284,C,0.4356,0,Medio
108428,I,0.0246,0,Bajo
108160,B,0.2049,0,Bajo
102698,C,0.1821,0,Bajo
102933,I,0.09,0,Bajo
101977,A,0.2057,0,Bajo
103370,I,0.0356,0,Bajo
106172,I,0.1347,0,Bajo
102900,I,0.111,0,Bajo
100886,D,0.2631,0,Bajo
86934,H,0.2574,0,Bajo
101170,B,0.5944,1,Alto
108055,B,0.3807,0,Medio
103816,B,0.1331,0,Bajo
107655,I,0.0678,0,Bajo
108489,I,0.0685,0,Bajo
59929,D,0.1178,0,Bajo
100869,I,0.0386,0,Bajo
103903,I,0.0357,0,Bajo
104050,C,0.2944,0,Bajo
101153,B,0.1731,0,Bajo
106327,B,0.4823,0,Medio
101627,C,0.1886,0,Bajo
102375,A,0.6339,1,Alto
100305,B,0.5589,1,Alto
101481,J,0.0456,0,Bajo
108045,J,0.2593,0,Bajo
105915,I,0.0414,0,Bajo
107333,C,0.4763,0,Medio
74624,B,0.1977,0,Bajo
48950,D,0.3143,0,Medio
103694,C,0.3218,0,Medio
102549,C,0.3005,0,Medio
105226,E,0.2507,0,Bajo
103428,A,0.4431,0,Medio
102707,B,0.4071,0,Medio
100221,A,0.3488,0,Medio
106576,C,0.5276,1,Alto
106140,A,0.7105,1,Alto
100251,I,0.0886,0,Bajo
106086,I,0.0908,0,Bajo
107603,B,0.55,1,Alto
107129,A,0.4124,0,Medio
105596,I,0.0181,0,Bajo
101907,A,0.5561,1,Alto
101408,D,0.1391,0,Bajo
106015,D,0.5372,1,Alto
100783,A,0.5767,1,Alto
101388,A,0.217,0,Bajo
101613,B,0.2847,0,Bajo
39598,E,0.3797,0,Medio
107175,D,0.1056,0,Bajo
107223,B,0.3183,0,Medio
100942,B,0.5467,1,Alto
72524,I,0.0612,0,Bajo
100493,B,0.6053,1,Alto
104176,I,0.0243,0,Bajo
101317,C,0.4338,0,Medio
102662,A,0.3686,0,Medio
101965,D,0.084,0,Bajo
103780,B,0.4933,0,Medio
82766,I,0.1062,0,Bajo
106250,B,0.5499,1,Alto
104908,C,0.1681,0,Bajo
101957,A,0.5633,1,Alto
107529,I,0.0835,0,Bajo
105502,B,0.1418,0,Bajo
104812,D,0.1441,0,Bajo
107931,D,0.109,0,Bajo
4904,B,0.226,0,Bajo
101137,A,0.5281,1,Alto
105574,I,0.0987,0,Bajo
43233,I,0.1015,0,Bajo
107156,D,0.0683,0,Bajo
106567,J,0.2358,0,Bajo
101409,B,0.4946,0,Medio
12221,D,0.0478,0,Bajo
105839,D,0.2009,0,Bajo
104090,I,0.0587,0,Bajo
102205,D,0.0948,0,Bajo
63055,I,0.0853,0,Bajo
105166,H,0.181,0,Bajo
101931,A,0.6742,1,Alto
105002,I,0.0463,0,Bajo
103693,D,0.4475,0,Medio
101945,I,0.0701,0,Bajo
108375,C,0.4837,0,Medio
105014,C,0.5524,1,Alto
106963,A,0.6836,1,Alto
101461,B,0.2576,0,Bajo
107187,C,0.0705,0,Bajo
104185,A,0.5536,1,Alto
63835,A,0.2529,0,Bajo
104565,B,0.4066,0,Medio
104761,I,0.046,0,Bajo
103005,B,0.1094,0,Bajo
102048,D,0.1185,0,Bajo
100453,A,0.5827,1,Alto
74404,J,0.2061,0,Bajo
100935,I,0.0568,0,Bajo
90227,I,0.0447,0,Bajo
107523,I,0.0823,0,Bajo
67694,B,0.1916,0,Bajo
100258,A,0.6678,1,Alto
103188,B,0.2901,0,Bajo
97,A,0.5018,1,Alto
106370,H,0.17,0,Bajo
101685,C,0.1174,0,Bajo
100926,I,0.092,0,Bajo
101273,B,0.4029,0,Medio
1410,H,0.1355,0,Bajo
104713,B,0.4458,0,Medio
105238,C,0.4418,0,Medio
103352,B,0.4723,0,Medio
107092,H,0.2691,0,Bajo
107898,I,0.1186,0,Bajo
100981,C,0.2165,0,Bajo
101745,D,0.4896,0,Medio
101398,D,0.0949,0,Bajo
105177,I,0.088,0,Bajo
107216,B,0.4953,0,Medio
101507,J,0.1522,0,Bajo
102444,C,0.5366,1,Alto
66347,B,0.1891,0,Bajo
104046,I,0.0679,0,Bajo
107953,I,0.0682,0,Bajo
103889,A,0.2803,0,Bajo
108066,H,0.1972,0,Bajo
105867,A,0.4885,0,Medio
103344,B,0.5738,1,Alto
106135,B,0.3438,0,Medio
107499,I,0.0638,0,Bajo
71728,I,0.0482,0,Bajo
13878,D,0.4241,0,Medio
101453,C,0.1878,0,Bajo
101404,I,0.1178,0,Bajo
104724,A,0.4113,0,Medio
106473,B,0.427,0,Medio
101938,I,0.033,0,Bajo
108372,D,0.3283,0,Medio
100267,I,0.0529,0,Bajo
102584,D,0.276,0,Bajo
105715,A,0.617,1,Alto
105956,C,0.6656,1,Alto
108226,A,0.5338,1,Alto
107455,J,0.2872,0,Bajo
105040,B,0.6203,1,Alto
104753,I,0.1667,0,Bajo
107234,B,0.3679,0,Medio
101267,D,0.189,0,Bajo
101480,B,0.1068,0,Bajo
104850,A,0.5545,1,Alto
105246,D,0.1394,0,Bajo
108390,A,0.1364,0,Bajo
100573,D,0.2259,0,Bajo
97522,H,0.143,0,Bajo
105463,J,0.3393,0,Medio
107817,I,0.0593,0,Bajo
106104,B,0.1018,0,Bajo
107349,D,0.2683,0,Bajo
38107,I,0.1532,0,Bajo
104210,B,0.1952,0,Bajo
107851,J,0.0564,0,Bajo
7983,D,0.0563,0,Bajo
106257,H,0.2162,0,Bajo
101988,B,0.4165,0,Medio
105564,B,0.0818,0,Bajo
101055,I,0.0453,0,Bajo
106695,J,0.1507,0,Bajo
104148,I,0.1173,0,Bajo
100288,B,0.377,0,Medio
8150,C,0.4948,0,Medio
104627,C,0.3117,0,Medio
105838,I,0.0565,0,Bajo
101737,C,0.1798,0,Bajo
75168,B,0.5406,1,Alto
84158,A,0.4049,0,Medio
107218,B,0.1925,0,Bajo
106740,J,0.2907,0,Bajo
101088,A,0.7042,1,Alto
107958,B,0.4879,0,Medio
107370,H,0.2455,0,Bajo
104805,I,0.097,0,Bajo
101527,B,0.0643,0,Bajo
107468,E,0.2809,0,Bajo
106769,D,0.3544,0,Medio
100049,A,0.7123,1,Alto
106758,B,0.211,0,Bajo
37369,D,0.0779,0,Bajo
103863,C,0.3042,0,Medio
107262,B,0.1806,0,Bajo
104782,B,0.3615,0,Medio
107657,I,0.167,0,Bajo
103631,I,0.0338,0,Bajo
105057,J,0.2392,0,Bajo
107296,D,0.4491,0,Medio
35297,I,0.0415,0,Bajo
103205,I,0.2208,0,Bajo
107645,B,0.4718,0,Medio
104715,I,0.143,0,Bajo
15162,B,0.1667,0,Bajo
105391,C,0.0824,0,Bajo
103609,B,0.7388,1,Alto
105903,A,0.7,1,Alto
106365,I,0.0883,0,Bajo
100253,A,0.1178,0,Bajo
60299,I,0.0593,0,Bajo
21493,B,0.4191,0,Medio
102079,D,0.4549,0,Medio
64978,C,0.6177,1,Alto
105055,I,0.0654,0,Bajo
105359,B,0.4725,0,Medio
27515,H,0.2587,0,Bajo
101580,D,0.1072,0,Bajo
100543,B,0.176,0,Bajo
101787,H,0.2364,0,Bajo
101716,I,0.0607,0,Bajo
104992,B,0.0796,0,Bajo
100992,I,0.0723,0,Bajo
100855,D,0.3122,0,Medio
105761,I,0.0458,0,Bajo
105977,I,0.1196,0,Bajo
105337,K,0.2906,0,Bajo
106407,I,0.0305,0,Bajo
101250,D,0.521,1,Alto
108368,B,0.5784,1,Alto
101365,B,0.5921,1,Alto
108046,D,0.3492,0,Medio
107098,I,0.1429,0,Bajo
107628,C,0.491,0,Medio
29258,A,0.735,1,Alto
104006,B,0.153,0,Bajo
106194,I,0.1135,0,Bajo
104395,B,0.1589,0,Bajo
102925,H,0.254,0,Bajo
104476,B,0.482,0,Medio
101281,D,0.5715,1,Alto
104645,D,0.0721,0,Bajo
100101,I,0.0845,0,Bajo
106416,D,0.1903,0,Bajo
102064,D,0.383,0,Medio
105763,B,0.4916,0,Medio
100224,B,0.1752,0,Bajo
102952,A,0.6342,1,Alto
101009,I,0.0886,0,Bajo
79912,B,0.255,0,Bajo
108089,D,0.1177,0,Bajo
105489,A,0.5351,1,Alto
74141,I,0.1196,0,Bajo
106672,H,0.091,0,Bajo
105601,D,0.6115,1,Alto
101697,I,0.065,0,Bajo
105923,I,0.0294,0,Bajo
107235,A,0.6769,1,Alto
106771,B,0.5808,1,Alto
102316,I,0.0482,0,Bajo
100465,A,0.6382,1,Alto
103681,I,0.0556,0,Bajo
108418,I,0.1521,0,Bajo
105154,D,0.0557,0,Bajo
105951,C,0.4012,0,Medio
52040,B,0.1104,0,Bajo
104417,J,0.1786,0,Bajo
107683,A,0.6718,1,Alto
105268,B,0.0919,0,Bajo
21326,C,0.2857,0,Bajo
105963,D,0.4247,0,Medio
107621,I,0.0927,0,Bajo
100133,A,0.5422,1,Alto
106020,B,0.6554,1,Alto
107448,I,0.0821,0,Bajo
105311,D,0.1126,0,Bajo
106166,B,0.1421,0,Bajo
9865,I,0.0332,0,Bajo
107545,H,0.2724,0,Bajo
103131,A,0.7084,1,Alto
50354,I,0.0709,0,Bajo
106102,B,0.3406,0,Medio
107091,B,0.4018,0,Medio
107012,B,0.1686,0,Bajo
100016,A,0.6118,1,Alto
102942,B,0.1471,0,Bajo
106714,B,0.1648,0,Bajo
104780,I,0.0953,0,Bajo
100472,B,0.6367,1,Alto
101788,D,0.1228,0,Bajo
101312,B,0.5548,1,Alto
102447,I,0.0811,0,Bajo
102189,I,0.0504,0,Bajo
104608,C,0.5644,1,Alto
100227,I,0.0494,0,Bajo
101701,H,0.336,0,Medio
106846,C,0.0711,0,Bajo
100949,I,0.104,0,Bajo
104530,B,0.0913,0,Bajo
101115,B,0.5799,1,Alto
102076,H,0.2915,0,Bajo
101384,B,0.2288,0,Bajo
105817,J,0.0556,0,Bajo
105327,B,0.3065,0,Medio
105361,I,0.0883,0,Bajo
100369,B,0.2836,0,Bajo
92648,B,0.7102,1,Alto
101228,I,0.0616,0,Bajo
92213,I,0.0625,0,Bajo
107788,B,0.1207,0,Bajo
108245,I,0.0739,0,Bajo
104774,I,0.0304,0,Bajo
38431,C,0.25,0,Bajo
104058,I,0.0316,0,Bajo
100732,I,0.0739,0,Bajo
108258,I,0.0776,0,Bajo
100844,D,0.1319,0,Bajo
106138,D,0.313,0,Medio
5875,B,0.1316,0,Bajo
89907,B,0.0901,0,Bajo
103268,B,0.7116,1,Alto
101846,A,0.6476,1,Alto
100378,D,0.4037,0,Medio
108338,A,0.44,0,Medio
105259,D,0.042,0,Bajo
100851,D,0.2574,0,Bajo
107442,A,0.4992,1,Alto
106394,C,0.4737,0,Medio
93603,A,0.4564,0,Medio
624,A,0.6784,1,Alto
103176,D,0.6644,1,Alto
106384,A,0.7213,1,Alto
104366,H,0.1222,0,Bajo
61776,I,0.0684,0,Bajo
